1	4311
2	242
3	645
4	1508
5	3410
6	5742
7	8225
8	10848
9	11331
10	11250
11	9240
12	8100
13	5642
14	3822
15	2505
16	1712
17	1020
18	540
19	361
20	200
21	147
22	44
23	46
25	25
26	26
27	27
31	31
