1	2552
2	1505
3	4315
4	7142
5	9154
6	8671
7	8054
8	4376
9	2565
10	1703
11	471
12	274
13	187
14	28
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
