1	1452
2	336
3	665
5	5164
6	7170
7	8488
8	10738
9	10980
10	10850
11	9284
12	6106
13	3516
14	2419
15	1122
16	521
20	14
19	14
4	2033
21	27
18	12
17	74
24	15
